income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,asset_coverage,affordability_index
2300000,7900000,10,430,6600000,2800000,8100000,1900000,1,3.4347826086956523,19400000,2.4556962025316458,2.911392405063291
4000000,9200000,16,784,3200000,600000,13000000,4900000,0,2.3,21700000,2.358695652173913,6.956521739130435
8900000,24000000,6,380,16500000,7400000,27700000,7500000,1,2.696629213483146,59100000,2.4625,2.225
8000000,18600000,20,565,1600000,8600000,22500000,9400000,0,2.325,42100000,2.263440860215054,8.602150537634408
7900000,26900000,14,446,17900000,7300000,16500000,8200000,1,3.4050632911392404,49900000,1.8550185873605949,4.111524163568774
6700000,20200000,8,406,6900000,4900000,15300000,7100000,1,3.014925373134328,34200000,1.693069306930693,2.6534653465346536
2400000,6000000,6,712,6800000,2200000,6000000,1200000,0,2.5,16200000,2.7,2.4
8600000,22600000,14,729,300000,16200000,20500000,11900000,0,2.627906976744186,48900000,2.163716814159292,5.327433628318584
5300000,14600000,20,508,11200000,2800000,17000000,4600000,1,2.7547169811320753,35600000,2.4383561643835616,7.260273972602739
7400000,24900000,20,648,7100000,7900000,23300000,6200000,0,3.364864864864865,44500000,1.78714859437751,5.943775100401607
8700000,18700000,10,346,1200000,1800000,30700000,8200000,1,2.1494252873563218,41900000,2.2406417112299466,4.652406417112299
8200000,18500000,4,394,9600000,5700000,27400000,11100000,1,2.2560975609756095,53800000,2.908108108108108,1.772972972972973
3700000,9700000,12,501,2600000,6600000,9200000,4600000,1,2.6216216216216215,23000000,2.3711340206185567,4.577319587628866
9200000,36300000,2,655,3000000,1200000,32200000,8700000,0,3.9456521739130435,45100000,1.2424242424242424,0.5068870523415978
6100000,20900000,4,662,10200000,7000000,23300000,4100000,0,3.4262295081967213,44600000,2.1339712918660285,1.167464114832536
8800000,30800000,20,820,700000,4800000,25900000,12700000,0,3.5,44100000,1.4318181818181819,5.714285714285714
9200000,18900000,10,521,8300000,14500000,23400000,6900000,1,2.0543478260869565,53100000,2.8095238095238093,4.867724867724868
7200000,27900000,12,473,21100000,8800000,27800000,8700000,1,3.875,66400000,2.379928315412186,3.096774193548387
600000,1200000,10,561,900000,300000,1400000,600000,0,2.0,3200000,2.6666666666666665,5.0
8000000,23100000,20,461,5900000,2400000,29300000,7200000,1,2.8875,44800000,1.9393939393939394,6.926406926406926
6900000,13800000,16,715,2100000,6100000,20900000,8200000,0,2.0,37300000,2.7028985507246377,8.0
4300000,15600000,18,440,6200000,1300000,10000000,4700000,1,3.627906976744186,22200000,1.4230769230769231,4.961538461538462
8500000,24900000,18,749,9600000,1200000,31700000,10100000,0,2.929411764705882,52600000,2.112449799196787,6.144578313253012
8600000,17400000,2,787,11700000,10600000,18400000,10600000,0,2.0232558139534884,51300000,2.9482758620689653,0.9885057471264368
6300000,13900000,18,748,17700000,8800000,21700000,8600000,0,2.2063492063492065,56800000,4.086330935251799,8.158273381294963
5800000,13600000,12,321,1700000,3300000,22300000,3400000,1,2.3448275862068964,30700000,2.2573529411764706,5.11764705882353
1000000,2300000,10,303,1000000,400000,2500000,1000000,1,2.3,4900000,2.130434782608696,4.3478260869565215
1700000,5400000,8,682,2400000,1000000,3900000,2100000,0,3.176470588235294,9400000,1.7407407407407407,2.5185185185185186
3200000,8600000,18,638,1000000,4900000,8600000,3500000,0,2.6875,18000000,2.0930232558139537,6.6976744186046515
7500000,16600000,14,440,17200000,14500000,24100000,10300000,1,2.2133333333333334,66100000,3.9819277108433737,6.325301204819278
2000000,6600000,10,873,1400000,200000,6300000,2400000,0,3.3,10300000,1.5606060606060606,3.0303030303030303
9100000,19700000,20,437,6300000,13700000,23700000,12900000,1,2.1648351648351647,56600000,2.8730964467005076,9.238578680203046
8400000,19700000,8,796,17900000,9200000,20200000,7700000,0,2.3452380952380953,55000000,2.7918781725888326,3.4111675126903553
7100000,27200000,16,824,2400000,8000000,22400000,3900000,0,3.8309859154929575,36700000,1.349264705882353,4.176470588235294
200000,800000,6,338,100000,0,400000,100000,1,4.0,600000,0.75,1.5
5000000,14900000,12,575,12800000,1500000,12300000,6600000,0,2.98,33200000,2.228187919463087,4.026845637583892
4500000,16900000,8,773,6300000,6800000,14000000,6000000,0,3.7555555555555555,33100000,1.9585798816568047,2.1301775147928996
5100000,19700000,2,733,0,4500000,12900000,6200000,0,3.8627450980392157,23600000,1.1979695431472082,0.5177664974619289
4100000,10600000,14,475,5400000,4300000,13900000,4500000,1,2.5853658536585367,28100000,2.650943396226415,5.415094339622641
7200000,15000000,10,677,10600000,3900000,24500000,4100000,0,2.0833333333333335,43100000,2.8733333333333335,4.8
7800000,17700000,6,403,12600000,3700000,24700000,10000000,1,2.269230769230769,51000000,2.8813559322033897,2.6440677966101696
7500000,25300000,12,767,13200000,10800000,19400000,9600000,0,3.3733333333333335,53000000,2.0948616600790513,3.5573122529644268
6400000,21000000,2,813,3900000,10900000,20500000,4400000,0,3.28125,39700000,1.8904761904761904,0.6095238095238096
7000000,25700000,20,597,19900000,13500000,27500000,10100000,0,3.6714285714285713,71000000,2.762645914396887,5.447470817120623
9000000,31100000,8,896,7100000,4400000,23400000,13100000,0,3.4555555555555557,48000000,1.5434083601286173,2.315112540192926
4400000,13900000,6,810,13200000,4200000,15000000,5200000,0,3.159090909090909,37600000,2.7050359712230216,1.8992805755395685
900000,2000000,14,337,1700000,0,2100000,600000,1,2.2222222222222223,4400000,2.2,6.3
9800000,26900000,18,792,15900000,14100000,25200000,11900000,0,2.7448979591836733,67100000,2.4944237918215615,6.5576208178438655
600000,1600000,6,784,300000,100000,1900000,500000,0,2.6666666666666665,2800000,1.75,2.25
9700000,30100000,12,434,19600000,17900000,21000000,6900000,1,3.1030927835051547,65400000,2.1727574750830563,3.8671096345514946
8400000,32600000,10,384,13900000,1600000,21600000,7000000,1,3.880952380952381,44100000,1.352760736196319,2.576687116564417
8300000,24900000,10,642,11500000,15400000,21600000,5800000,0,3.0,54300000,2.180722891566265,3.3333333333333335
7900000,29900000,8,314,22000000,4600000,26000000,8100000,1,3.7848101265822787,60700000,2.0301003344481607,2.1137123745819397
8600000,25900000,2,606,3700000,14900000,32700000,12200000,0,3.011627906976744,63500000,2.451737451737452,0.6640926640926641
6700000,17600000,14,843,12700000,200000,19500000,5600000,0,2.626865671641791,38000000,2.159090909090909,5.329545454545455
2700000,7400000,10,778,6800000,800000,5600000,2800000,0,2.740740740740741,16000000,2.1621621621621623,3.6486486486486487
6600000,25600000,8,718,12600000,12200000,21700000,9000000,0,3.878787878787879,55500000,2.16796875,2.0625
7100000,20800000,20,437,9600000,7300000,24700000,8800000,1,2.9295774647887325,50400000,2.423076923076923,6.826923076923077
300000,700000,10,586,0,400000,1000000,100000,0,2.3333333333333335,1500000,2.142857142857143,4.285714285714286
2200000,7000000,6,777,6100000,400000,4400000,3300000,0,3.1818181818181817,14200000,2.0285714285714285,1.8857142857142857
8700000,31700000,12,525,7800000,10200000,30300000,6100000,1,3.6436781609195403,54400000,1.7160883280757098,3.293375394321767
7200000,23100000,12,632,4600000,8500000,19400000,4400000,0,3.2083333333333335,36900000,1.5974025974025974,3.74025974025974
2000000,4800000,20,337,1300000,2200000,5500000,1700000,1,2.4,10700000,2.2291666666666665,8.333333333333334
8600000,27900000,8,458,22400000,1800000,34000000,11700000,1,3.244186046511628,69900000,2.5053763440860215,2.4659498207885306
2300000,5400000,8,364,4500000,500000,7000000,2000000,1,2.347826086956522,14000000,2.5925925925925926,3.4074074074074074
9600000,29800000,16,499,28500000,6300000,31800000,7400000,1,3.1041666666666665,74000000,2.4832214765100673,5.154362416107382
1900000,6500000,16,887,2000000,1200000,4500000,1700000,0,3.4210526315789473,9400000,1.4461538461538461,4.676923076923077
2100000,6300000,16,882,3900000,2200000,7700000,2900000,0,3.0,16700000,2.6507936507936507,5.333333333333333
3900000,8700000,8,817,900000,2500000,10700000,2100000,0,2.230769230769231,16200000,1.8620689655172413,3.586206896551724
200000,300000,10,704,500000,100000,800000,200000,0,1.5,1600000,5.333333333333333,6.666666666666667
1900000,4500000,12,742,1200000,2000000,4400000,1200000,0,2.3684210526315788,8800000,1.9555555555555555,5.066666666666666
3200000,11600000,4,393,4700000,300000,8000000,3100000,0,3.625,16100000,1.3879310344827587,1.103448275862069
1100000,4300000,18,828,700000,800000,2900000,900000,0,3.909090909090909,5300000,1.2325581395348837,4.604651162790698
8000000,21500000,12,779,2600000,15100000,29800000,10400000,0,2.6875,57900000,2.6930232558139533,4.465116279069767
6100000,21700000,6,860,13900000,900000,14100000,5600000,0,3.557377049180328,34500000,1.5898617511520738,1.6866359447004609
3200000,10600000,2,432,6500000,3700000,11200000,3700000,0,3.3125,25100000,2.3679245283018866,0.6037735849056604
9000000,30400000,20,532,21000000,7400000,30500000,13100000,1,3.3777777777777778,72000000,2.3684210526315788,5.921052631578948
1200000,3200000,2,678,1500000,1000000,3400000,900000,0,2.6666666666666665,6800000,2.125,0.75
7900000,27000000,6,601,17700000,7800000,27600000,11500000,0,3.4177215189873418,64600000,2.3925925925925924,1.7555555555555555
7700000,23100000,8,807,2900000,9800000,20400000,7000000,0,3.0,40100000,1.7359307359307359,2.6666666666666665
4400000,16500000,16,879,7800000,7500000,10300000,5400000,0,3.75,31000000,1.878787878787879,4.266666666666667
3100000,11200000,18,665,2000000,5400000,12000000,2500000,0,3.6129032258064515,21900000,1.9553571428571428,4.982142857142857
2600000,9300000,16,697,5100000,1200000,7700000,3700000,0,3.576923076923077,17700000,1.903225806451613,4.473118279569892
5500000,21700000,14,867,5000000,8700000,15200000,3100000,0,3.9454545454545453,32000000,1.4746543778801844,3.5483870967741935
5700000,15500000,8,544,10500000,8700000,20900000,7000000,1,2.719298245614035,47100000,3.0387096774193547,2.9419354838709677
6100000,20700000,20,482,9400000,2000000,16900000,5900000,1,3.3934426229508197,34200000,1.6521739130434783,5.893719806763285
8200000,22500000,18,857,13400000,14300000,28400000,8400000,0,2.7439024390243905,64500000,2.8666666666666667,6.56
6000000,21200000,12,549,17900000,8200000,16900000,6200000,1,3.533333333333333,49200000,2.3207547169811322,3.3962264150943393
8000000,30600000,10,720,23700000,8500000,24900000,9700000,0,3.825,66800000,2.183006535947712,2.6143790849673203
2000000,4800000,8,302,1500000,800000,4000000,2600000,1,2.4,8900000,1.8541666666666667,3.3333333333333335
1300000,2900000,12,669,400000,1700000,3900000,1800000,0,2.230769230769231,7800000,2.689655172413793,5.379310344827586
7000000,27100000,6,591,6700000,12200000,21500000,4900000,0,3.8714285714285714,45300000,1.6715867158671587,1.5498154981549814
4100000,15300000,6,440,7500000,5100000,8200000,2000000,1,3.731707317073171,22800000,1.4901960784313726,1.607843137254902
8000000,26200000,16,890,15800000,4300000,25000000,4000000,0,3.275,49100000,1.8740458015267176,4.885496183206107
8100000,28000000,8,663,8800000,11300000,26000000,5500000,0,3.45679012345679,51600000,1.8428571428571427,2.3142857142857145
9500000,22600000,14,433,10000000,900000,23100000,13400000,1,2.3789473684210525,47400000,2.0973451327433628,5.884955752212389
9200000,22500000,10,317,14200000,17400000,28500000,10700000,1,2.4456521739130435,70800000,3.1466666666666665,4.088888888888889
3900000,14700000,16,360,2600000,200000,8300000,2900000,1,3.769230769230769,14000000,0.9523809523809523,4.244897959183674
9100000,26200000,8,727,20800000,7100000,27800000,8900000,0,2.879120879120879,64600000,2.4656488549618323,2.7786259541984735
3000000,8300000,4,685,2900000,5400000,11300000,3800000,0,2.7666666666666666,23400000,2.819277108433735,1.4457831325301205
2000000,4300000,8,373,2000000,2700000,7700000,2200000,1,2.15,14600000,3.395348837209302,3.7209302325581395
6300000,14600000,8,469,13300000,10100000,24500000,3800000,1,2.3174603174603177,51700000,3.541095890410959,3.452054794520548
4100000,10900000,8,548,8800000,5200000,13200000,4300000,1,2.658536585365854,31500000,2.889908256880734,3.0091743119266057
9800000,29400000,20,618,1200000,14600000,33800000,8300000,0,3.0,57900000,1.969387755102041,6.666666666666667
5200000,15400000,8,658,1200000,7500000,12800000,3200000,0,2.9615384615384617,24700000,1.603896103896104,2.7012987012987013
7600000,28700000,18,781,21300000,12400000,29600000,8000000,0,3.776315789473684,71300000,2.484320557491289,4.7665505226480835
9200000,35500000,2,715,11100000,11800000,19800000,11700000,0,3.858695652173913,54400000,1.532394366197183,0.5183098591549296
2200000,8100000,4,409,300000,0,4900000,2400000,1,3.6818181818181817,7600000,0.9382716049382716,1.0864197530864197
8300000,20600000,10,504,100000,900000,33200000,6700000,1,2.4819277108433737,40900000,1.9854368932038835,4.029126213592233
6100000,21600000,16,428,2900000,6100000,15100000,7200000,1,3.540983606557377,31300000,1.4490740740740742,4.518518518518518
4500000,16600000,20,704,6400000,4200000,16900000,2400000,0,3.688888888888889,29900000,1.8012048192771084,5.421686746987952
6600000,18800000,12,834,18800000,9300000,13700000,4800000,0,2.8484848484848486,46600000,2.478723404255319,4.212765957446808
8900000,34900000,14,694,15400000,2800000,20600000,9100000,0,3.9213483146067416,47900000,1.3724928366762177,3.5702005730659025
3900000,13300000,20,453,9800000,500000,12300000,4700000,1,3.41025641025641,27300000,2.0526315789473686,5.864661654135339
8900000,35400000,14,404,22300000,7700000,26400000,5900000,1,3.9775280898876404,62300000,1.7598870056497176,3.519774011299435
6400000,22300000,12,776,500000,9100000,24100000,5800000,0,3.484375,39500000,1.7713004484304933,3.4439461883408073
9500000,28700000,16,526,24600000,4900000,31800000,6600000,1,3.0210526315789474,67900000,2.3658536585365852,5.29616724738676
300000,1000000,8,641,700000,200000,1100000,200000,0,3.3333333333333335,2200000,2.2,2.4
4100000,12300000,6,582,10900000,6100000,14100000,3500000,0,3.0,34600000,2.813008130081301,2.0
8100000,20800000,18,778,4100000,15500000,16700000,10600000,0,2.567901234567901,46900000,2.2548076923076925,7.009615384615385
9900000,28400000,10,763,23700000,12700000,35800000,5800000,0,2.8686868686868685,78000000,2.7464788732394365,3.4859154929577465
4800000,19000000,12,650,7000000,1000000,15600000,4800000,0,3.9583333333333335,28400000,1.4947368421052631,3.031578947368421
2900000,9700000,2,820,6700000,1600000,9100000,3900000,0,3.3448275862068964,21300000,2.195876288659794,0.5979381443298969
3500000,13500000,12,824,8400000,3900000,11600000,4100000,0,3.857142857142857,28000000,2.074074074074074,3.111111111111111
4900000,12600000,4,718,11800000,7300000,11800000,3800000,0,2.5714285714285716,34700000,2.753968253968254,1.5555555555555556
5100000,13300000,14,313,5900000,7900000,18000000,3900000,1,2.607843137254902,35700000,2.6842105263157894,5.368421052631579
7300000,26200000,10,751,1400000,12200000,26700000,10400000,0,3.589041095890411,50700000,1.9351145038167938,2.786259541984733
200000,300000,18,520,100000,300000,600000,100000,1,1.5,1100000,3.6666666666666665,12.0
1400000,4700000,4,355,2100000,600000,4400000,1400000,0,3.357142857142857,8500000,1.8085106382978724,1.1914893617021276
8700000,33600000,14,314,7700000,10000000,21700000,6200000,1,3.8620689655172415,45600000,1.3571428571428572,3.625
2800000,5900000,20,728,1000000,3200000,10300000,1400000,0,2.107142857142857,15900000,2.694915254237288,9.491525423728813
9100000,30100000,14,564,26600000,7300000,22700000,8200000,0,3.3076923076923075,64800000,2.1528239202657806,4.232558139534884
6800000,15300000,14,699,19900000,2600000,13900000,8300000,0,2.25,44700000,2.9215686274509802,6.222222222222221
5000000,17000000,6,624,6700000,6200000,15400000,5900000,0,3.4,34200000,2.011764705882353,1.7647058823529411
4400000,16800000,14,795,8700000,8700000,12600000,3400000,0,3.8181818181818183,33400000,1.9880952380952381,3.6666666666666665
8400000,18600000,20,703,2500000,7100000,28800000,9500000,0,2.2142857142857144,47900000,2.575268817204301,9.03225806451613
7800000,17300000,4,394,3600000,13100000,24300000,7200000,1,2.217948717948718,48200000,2.786127167630058,1.8034682080924855
4800000,9900000,14,779,5200000,9300000,18600000,2900000,0,2.0625,36000000,3.6363636363636362,6.787878787878788
3200000,8800000,4,405,1000000,2600000,10700000,3400000,1,2.75,17700000,2.0113636363636362,1.4545454545454546
2300000,6700000,16,612,6700000,3300000,8800000,2000000,0,2.9130434782608696,20800000,3.1044776119402986,5.492537313432836
9200000,28100000,10,448,22300000,3300000,33200000,10700000,1,3.0543478260869565,69500000,2.473309608540925,3.2740213523131674
4700000,13700000,6,506,1300000,7900000,16700000,3500000,1,2.9148936170212765,29400000,2.145985401459854,2.0583941605839415
8000000,30400000,2,776,16600000,1400000,29100000,7800000,0,3.8,54900000,1.805921052631579,0.5263157894736842
2600000,8600000,6,730,800000,2900000,6000000,3100000,0,3.3076923076923075,12800000,1.4883720930232558,1.8139534883720931
200000,800000,20,730,0,300000,400000,300000,0,4.0,1000000,1.25,5.0
7300000,17200000,2,345,6100000,8400000,23200000,4900000,1,2.356164383561644,42600000,2.4767441860465116,0.8488372093023255
3300000,11800000,2,847,7800000,2400000,12100000,3000000,0,3.5757575757575757,25300000,2.1440677966101696,0.559322033898305
8300000,23300000,20,398,18500000,11500000,17100000,9900000,1,2.8072289156626504,57000000,2.4463519313304722,7.124463519313305
4100000,9600000,2,307,8800000,7800000,8500000,3100000,1,2.341463414634146,28200000,2.9375,0.8541666666666666
7300000,23700000,16,852,9400000,6800000,22600000,8500000,0,3.2465753424657535,47300000,1.9957805907172996,4.928270042194093
9300000,27500000,6,364,12200000,13800000,25300000,10800000,1,2.956989247311828,62100000,2.2581818181818183,2.0290909090909093
4300000,15200000,12,552,3400000,2100000,12700000,4800000,0,3.5348837209302326,23000000,1.513157894736842,3.394736842105263
2600000,8100000,2,421,4200000,3100000,6200000,2500000,0,3.1153846153846154,16000000,1.9753086419753085,0.6419753086419753
2900000,9800000,12,588,5900000,2300000,6800000,2900000,0,3.3793103448275863,17900000,1.8265306122448979,3.5510204081632657
900000,3500000,6,763,2300000,300000,2000000,600000,0,3.888888888888889,5200000,1.4857142857142858,1.5428571428571427
4900000,17500000,20,823,12600000,8700000,14300000,4800000,0,3.5714285714285716,40400000,2.3085714285714287,5.6
7700000,24800000,10,642,16800000,10700000,27400000,4500000,0,3.220779220779221,59400000,2.3951612903225805,3.1048387096774195
4700000,16800000,12,647,10400000,8300000,10600000,3400000,0,3.574468085106383,32700000,1.9464285714285714,3.357142857142857
3000000,8900000,20,886,2600000,1000000,10600000,2800000,0,2.966666666666667,17000000,1.9101123595505618,6.741573033707865
9700000,26200000,4,518,26200000,0,22500000,14000000,1,2.7010309278350517,62700000,2.3931297709923665,1.4809160305343512
6900000,26800000,20,515,10800000,2500000,16700000,8300000,1,3.8840579710144927,38300000,1.4291044776119404,5.149253731343284
3800000,12400000,8,340,1800000,2600000,9700000,2600000,1,3.263157894736842,16700000,1.346774193548387,2.4516129032258065
600000,1700000,14,521,0,1000000,1700000,600000,1,2.8333333333333335,3300000,1.9411764705882353,4.941176470588235
1200000,2900000,12,330,400000,1600000,3800000,600000,1,2.4166666666666665,6400000,2.206896551724138,4.9655172413793105
7800000,26800000,2,474,8900000,11200000,18400000,5600000,0,3.4358974358974357,44100000,1.6455223880597014,0.582089552238806
9000000,35100000,6,898,500000,16200000,20700000,9100000,0,3.9,46500000,1.3247863247863247,1.5384615384615385
2800000,9100000,12,436,3600000,500000,7800000,3600000,1,3.25,15500000,1.7032967032967032,3.692307692307692
7800000,21300000,10,326,22800000,10700000,18500000,4500000,1,2.730769230769231,56500000,2.652582159624413,3.6619718309859155
4700000,9500000,18,876,11800000,6600000,18000000,4100000,0,2.021276595744681,40500000,4.2631578947368425,8.905263157894737
4600000,17500000,20,597,11400000,6100000,14100000,4100000,0,3.8043478260869565,35700000,2.04,5.257142857142857
5100000,16100000,14,436,11400000,2700000,13100000,6700000,1,3.156862745098039,33900000,2.1055900621118013,4.434782608695652
6100000,22800000,18,640,16800000,7300000,19600000,6000000,0,3.737704918032787,49700000,2.1798245614035086,4.815789473684211
6000000,22900000,16,302,12200000,6500000,17700000,7100000,1,3.816666666666667,43500000,1.8995633187772927,4.192139737991266
8400000,23200000,16,476,15200000,5400000,18700000,8600000,1,2.761904761904762,47900000,2.064655172413793,5.793103448275862
9300000,22000000,14,393,4300000,3800000,28400000,13900000,1,2.3655913978494625,50400000,2.290909090909091,5.918181818181819
4200000,10300000,10,506,9300000,4500000,12400000,6000000,1,2.4523809523809526,32200000,3.1262135922330097,4.077669902912621
9600000,37800000,10,418,6700000,5500000,34900000,11300000,1,3.9375,58400000,1.5449735449735449,2.5396825396825395
5600000,13400000,6,865,14900000,9700000,12300000,6000000,0,2.392857142857143,42900000,3.201492537313433,2.507462686567164
7800000,28600000,2,703,500000,12400000,29500000,10500000,0,3.6666666666666665,52900000,1.8496503496503496,0.5454545454545454
4500000,12600000,2,568,6900000,3900000,17800000,2900000,0,2.8,31500000,2.5,0.7142857142857143
2400000,5900000,2,425,1100000,500000,7400000,2500000,1,2.4583333333333335,11500000,1.9491525423728813,0.8135593220338984
3900000,11300000,12,305,5000000,5900000,8800000,2100000,1,2.8974358974358974,21800000,1.9292035398230087,4.1415929203539825
9600000,20600000,6,456,17300000,11000000,21700000,11600000,1,2.1458333333333335,61600000,2.9902912621359223,2.796116504854369
900000,2600000,2,602,600000,800000,3200000,1000000,0,2.888888888888889,5600000,2.1538461538461537,0.6923076923076923
1100000,3800000,20,814,1400000,1500000,3200000,1100000,0,3.4545454545454546,7200000,1.894736842105263,5.7894736842105265
6400000,24900000,2,640,10000000,5700000,18700000,6300000,0,3.890625,40700000,1.6345381526104417,0.5140562248995983
4600000,15000000,4,817,7200000,2400000,13000000,6600000,0,3.260869565217391,29200000,1.9466666666666668,1.2266666666666666
7600000,29800000,20,361,13800000,5800000,15300000,5900000,1,3.9210526315789473,40800000,1.3691275167785235,5.100671140939597
6800000,20100000,14,839,1900000,600000,15600000,7500000,0,2.9558823529411766,25600000,1.2736318407960199,4.736318407960199
7100000,27000000,20,592,5100000,9600000,20200000,7600000,0,3.8028169014084505,42500000,1.5740740740740742,5.2592592592592595
6700000,24700000,6,498,12900000,700000,18800000,8400000,1,3.6865671641791047,40800000,1.6518218623481782,1.6275303643724697
5800000,12400000,6,847,5100000,9000000,14100000,7600000,0,2.1379310344827585,35800000,2.8870967741935485,2.8064516129032255
8600000,29400000,16,643,1000000,14100000,33000000,12300000,0,3.4186046511627906,60400000,2.054421768707483,4.680272108843537
3500000,10600000,4,389,8300000,4800000,9100000,2500000,0,3.0285714285714285,24700000,2.330188679245283,1.320754716981132
4800000,17500000,20,381,400000,6900000,13400000,7000000,1,3.6458333333333335,27700000,1.582857142857143,5.485714285714286
6100000,14400000,16,400,9200000,2800000,23800000,5600000,1,2.360655737704918,41400000,2.875,6.777777777777778
5200000,12700000,16,718,11700000,100000,18100000,7200000,0,2.4423076923076925,37100000,2.921259842519685,6.551181102362205
4100000,12400000,8,309,8200000,1000000,13000000,3300000,1,3.024390243902439,25500000,2.056451612903226,2.6451612903225805
3200000,7400000,2,838,2200000,2900000,10200000,3600000,0,2.3125,18900000,2.554054054054054,0.8648648648648649
7500000,21600000,14,678,8800000,12100000,20100000,11200000,0,2.88,52200000,2.4166666666666665,4.861111111111111
1500000,4500000,14,826,3200000,1700000,4600000,1600000,0,3.0,11100000,2.466666666666667,4.666666666666667
1200000,3100000,16,348,1200000,2200000,3500000,1700000,1,2.5833333333333335,8600000,2.774193548387097,6.193548387096774
8400000,19700000,6,476,24700000,16500000,31800000,12100000,1,2.3452380952380953,85100000,4.319796954314721,2.558375634517766
7900000,26300000,8,666,4600000,9200000,18400000,11800000,0,3.329113924050633,44000000,1.673003802281369,2.403041825095057
2100000,4300000,20,896,100000,2300000,7500000,2300000,0,2.0476190476190474,12200000,2.8372093023255816,9.767441860465116
2500000,7000000,20,547,800000,1200000,5200000,2300000,1,2.8,9500000,1.3571428571428572,7.142857142857143
3700000,13900000,2,405,5900000,3200000,9100000,5500000,0,3.7567567567567566,23700000,1.7050359712230216,0.5323741007194245
1100000,4000000,16,498,400000,100000,2300000,700000,1,3.6363636363636362,3500000,0.875,4.4
6500000,24800000,8,779,7000000,9600000,15700000,8800000,0,3.8153846153846156,41100000,1.657258064516129,2.096774193548387
8200000,31500000,8,403,11500000,8800000,19000000,6100000,1,3.841463414634146,45400000,1.4412698412698413,2.0825396825396827
5000000,12400000,8,709,11300000,6800000,13300000,4200000,0,2.48,35600000,2.870967741935484,3.225806451612903
1500000,6000000,6,507,2600000,2700000,4800000,1900000,1,4.0,12000000,2.0,1.5
3700000,9100000,18,368,3400000,2400000,8400000,3300000,1,2.4594594594594597,17500000,1.9230769230769231,7.318681318681318
4100000,14600000,16,760,4700000,6600000,14900000,3000000,0,3.5609756097560976,29200000,2.0,4.493150684931507
7200000,16800000,6,796,6600000,6100000,14400000,9800000,0,2.3333333333333335,36900000,2.1964285714285716,2.5714285714285716
2000000,5000000,6,876,500000,2900000,5800000,1500000,0,2.5,10700000,2.14,2.4
2000000,4700000,14,673,800000,3400000,5900000,1500000,0,2.35,11600000,2.4680851063829787,5.957446808510638
5100000,11500000,4,747,5000000,8900000,14100000,7000000,0,2.2549019607843137,35000000,3.0434782608695654,1.7739130434782608
6000000,13600000,12,589,9000000,300000,12600000,7100000,0,2.2666666666666666,29000000,2.1323529411764706,5.294117647058824
4900000,18100000,8,382,13600000,400000,15500000,2400000,1,3.693877551020408,31900000,1.7624309392265194,2.165745856353591
900000,2300000,12,900,1300000,0,3300000,1100000,0,2.5555555555555554,5700000,2.4782608695652173,4.695652173913044
7500000,25000000,18,628,3500000,2200000,21700000,4700000,0,3.3333333333333335,32100000,1.284,5.3999999999999995
6400000,25000000,12,667,13500000,5500000,25500000,5400000,0,3.90625,49900000,1.996,3.072
8700000,26400000,2,778,8500000,2400000,28800000,10300000,0,3.0344827586206895,50000000,1.893939393939394,0.6590909090909091
7300000,17200000,18,831,18500000,4300000,23000000,5200000,0,2.356164383561644,51000000,2.9651162790697674,7.6395348837209305
7400000,27100000,4,320,19800000,14600000,25200000,9400000,0,3.6621621621621623,69000000,2.5461254612546127,1.0922509225092252
2700000,9300000,16,656,7700000,2500000,6400000,3600000,0,3.4444444444444446,20200000,2.172043010752688,4.645161290322581
3400000,8900000,6,896,4200000,4800000,10200000,4200000,0,2.6176470588235294,23400000,2.6292134831460676,2.2921348314606744
2100000,7400000,4,320,3300000,2700000,6300000,2200000,0,3.5238095238095237,14500000,1.9594594594594594,1.135135135135135
3100000,10500000,10,751,5500000,5900000,9000000,1600000,0,3.3870967741935485,22000000,2.0952380952380953,2.9523809523809526
4700000,17400000,2,523,10600000,7000000,10900000,5200000,0,3.702127659574468,33700000,1.9367816091954022,0.5402298850574713
3100000,10500000,6,584,7700000,2100000,10900000,2900000,0,3.3870967741935485,23600000,2.2476190476190476,1.7714285714285714
5700000,20400000,2,630,3000000,3100000,22600000,2900000,0,3.5789473684210527,31600000,1.5490196078431373,0.5588235294117647
2300000,8000000,14,472,4400000,3300000,7700000,1800000,1,3.4782608695652173,17200000,2.15,4.0249999999999995
6600000,18500000,16,802,14600000,1100000,21800000,9700000,0,2.803030303030303,47200000,2.5513513513513515,5.708108108108108
2700000,6400000,18,547,5000000,1700000,9200000,1700000,1,2.3703703703703702,17600000,2.75,7.59375
800000,2800000,16,726,2000000,1300000,3100000,1200000,0,3.5,7600000,2.7142857142857144,4.571428571428571
6600000,18500000,8,712,2300000,3200000,24400000,7600000,0,2.803030303030303,37500000,2.027027027027027,2.854054054054054
3900000,10700000,6,790,10600000,1900000,12500000,2700000,0,2.7435897435897436,27700000,2.588785046728972,2.1869158878504673
200000,600000,16,396,0,0,500000,200000,1,3.0,700000,1.1666666666666667,5.333333333333333
2000000,4200000,6,831,1300000,1700000,6900000,1200000,0,2.1,11100000,2.642857142857143,2.857142857142857
9100000,20900000,20,632,4200000,400000,30000000,13200000,0,2.2967032967032965,47800000,2.287081339712919,8.708133971291867
